language,variant,size,block_size,run,event,value,unit,time_enabled_ns,percent_running
cpp,line,6144,0,2,cpu_core/cache-misses/,27884178911,,114476868898,99.00
cpp,line,6144,0,2,cpu_core/cache-references/,29283082523,,114476868898,99.00
cpp,line,6144,0,2,cpu_core/cycles/,570697003561,,114476868898,99.00
cpp,line,6144,0,2,cpu_core/instructions/,1858423117927,,114476868898,99.00
cpp,line,6144,0,3,cpu_core/cache-misses/,27896978042,,115260239255,100.00
cpp,line,6144,0,3,cpu_core/cache-references/,29286773106,,115260239255,100.00
cpp,line,6144,0,3,cpu_core/cycles/,573244480299,,115260239255,100.00
cpp,line,6144,0,3,cpu_core/instructions/,1858469183512,,115260239255,100.00
cpp,line,8192,0,1,cpu_atom/cache-misses/,2850074765,,386296,0.00
cpp,line,8192,0,1,cpu_atom/cache-references/,12878930626,,386296,0.00
cpp,line,8192,0,1,cpu_atom/cycles/,1000238530384,,386296,0.00
cpp,line,8192,0,1,cpu_atom/instructions/,995439189042,,386296,0.00
cpp,line,8192,0,1,cpu_core/cache-misses/,67344681501,,274214428524,99.00
cpp,line,8192,0,1,cpu_core/cache-references/,69368227665,,274214428524,99.00
cpp,line,8192,0,1,cpu_core/cycles/,1366343045636,,274214428524,99.00
cpp,line,8192,0,1,cpu_core/instructions/,4404230281756,,274214428524,99.00
cpp,line,8192,0,2,cpu_atom/cache-misses/,1672750475,,346150,0.00
cpp,line,8192,0,2,cpu_atom/cache-references/,13708799427,,346150,0.00
cpp,line,8192,0,2,cpu_atom/cycles/,997430090702,,346150,0.00
cpp,line,8192,0,2,cpu_atom/instructions/,1109673704922,,346150,0.00
cpp,line,8192,0,2,cpu_core/cache-misses/,67402084565,,273898696955,99.00
cpp,line,8192,0,2,cpu_core/cache-references/,69348930418,,273898696955,99.00
cpp,line,8192,0,2,cpu_core/cycles/,1365485599246,,273898696955,99.00
cpp,line,8192,0,2,cpu_core/instructions/,4404137994982,,273898696955,99.00
cpp,line,8192,0,3,cpu_atom/cache-misses/,2467244370,,396313,0.00
cpp,line,8192,0,3,cpu_atom/cache-references/,12898648930,,396313,0.00
cpp,line,8192,0,3,cpu_atom/cycles/,994377959454,,396313,0.00
cpp,line,8192,0,3,cpu_atom/instructions/,952834080195,,396313,0.00
cpp,line,8192,0,3,cpu_core/cache-misses/,67346703727,,272823548484,99.00
cpp,line,8192,0,3,cpu_core/cache-references/,69363865928,,272823548484,99.00
cpp,line,8192,0,3,cpu_core/cycles/,1359123115572,,272823548484,99.00
cpp,line,8192,0,3,cpu_core/instructions/,4404055546644,,272823548484,99.00
cpp,line,10240,0,1,cpu_core/cache-misses/,131736134694,,531320099138,100.00
cpp,line,10240,0,1,cpu_core/cache-references/,135499844042,,531320099138,100.00
cpp,line,10240,0,1,cpu_core/cycles/,2650409316161,,531320099138,100.00
cpp,line,10240,0,1,cpu_core/instructions/,8600175564052,,531320099138,100.00
cpp,line,10240,0,2,cpu_atom/cache-misses/,6026188279,,364616,0.00
cpp,line,10240,0,2,cpu_atom/cache-references/,25079362490,,364616,0.00
cpp,line,10240,0,2,cpu_atom/cycles/,1943815954644,,364616,0.00
cpp,line,10240,0,2,cpu_atom/instructions/,2006564115702,,364616,0.00
cpp,line,10240,0,2,cpu_core/cache-misses/,131615193074,,533570462420,99.00
cpp,line,10240,0,2,cpu_core/cache-references/,135496308738,,533570462420,99.00
cpp,line,10240,0,2,cpu_core/cycles/,2656909494694,,533570462420,99.00
cpp,line,10240,0,2,cpu_core/instructions/,8600280947750,,533570462420,99.00
cpp,line,10240,0,3,cpu_atom/cache-misses/,5269705799,,338977,0.00
cpp,line,10240,0,3,cpu_atom/cache-references/,15954140710,,338977,0.00
cpp,line,10240,0,3,cpu_atom/cycles/,1945380545481,,338977,0.00
cpp,line,10240,0,3,cpu_atom/instructions/,2153246242444,,338977,0.00
cpp,line,10240,0,3,cpu_core/cache-misses/,131636834363,,534342784796,99.00
cpp,line,10240,0,3,cpu_core/cache-references/,135490765770,,534342784796,99.00
cpp,line,10240,0,3,cpu_core/cycles/,2662033872376,,534342784796,99.00
cpp,line,10240,0,3,cpu_core/instructions/,8600404379542,,534342784796,99.00
cpp,standard,1024,0,1,cpu_core/cache-misses/,1716282,,2729200081,100.00
cpp,standard,1024,0,1,cpu_core/cache-references/,1721489215,,2729200081,100.00
cpp,standard,1024,0,1,cpu_core/cycles/,13509024479,,2729200081,100.00
cpp,standard,1024,0,1,cpu_core/instructions/,7602379167,,2729200081,100.00
cpp,standard,1024,0,2,cpu_atom/cache-misses/,15102590,,350640,0.00
cpp,standard,1024,0,2,cpu_atom/cache-references/,45542892,,350640,0.00
cpp,standard,1024,0,2,cpu_atom/cycles/,9877109816,,350640,0.00
cpp,standard,1024,0,2,cpu_atom/instructions/,11020698028,,350640,0.00
cpp,standard,1024,0,2,cpu_core/cache-misses/,1431533,,2747740854,99.00
cpp,standard,1024,0,2,cpu_core/cache-references/,1790206819,,2747740854,99.00
cpp,standard,1024,0,2,cpu_core/cycles/,13661915685,,2747740854,99.00
cpp,standard,1024,0,2,cpu_core/instructions/,7601202637,,2747740854,99.00
cpp,standard,1024,0,3,cpu_atom/cache-misses/,38264272,,361060,0.00
cpp,standard,1024,0,3,cpu_atom/cache-references/,103487987,,361060,0.00
cpp,standard,1024,0,3,cpu_atom/cycles/,10103781416,,361060,0.00
cpp,standard,1024,0,3,cpu_atom/instructions/,10601370660,,361060,0.00
cpp,standard,1024,0,3,cpu_core/cache-misses/,2801768,,2774432712,99.00
cpp,standard,1024,0,3,cpu_core/cache-references/,1672937414,,2774432712,99.00
cpp,standard,1024,0,3,cpu_core/cycles/,13674589669,,2774432712,99.00
cpp,standard,1024,0,3,cpu_core/instructions/,7610272882,,2774432712,99.00
cpp,standard,1536,0,1,cpu_core/cache-misses/,61289808,,9229312544,100.00
cpp,standard,1536,0,1,cpu_core/cache-references/,4802965191,,9229312544,100.00
cpp,standard,1536,0,1,cpu_core/cycles/,45878352491,,9229312544,100.00
cpp,standard,1536,0,1,cpu_core/instructions/,25588710430,,9229312544,100.00
cpp,standard,1536,0,2,cpu_core/cache-misses/,100062443,,9677988900,100.00
cpp,standard,1536,0,2,cpu_core/cache-references/,4597269699,,9677988900,100.00
cpp,standard,1536,0,2,cpu_core/cycles/,47372251474,,9677988900,100.00
cpp,standard,1536,0,2,cpu_core/instructions/,25599491790,,9677988900,100.00
cpp,standard,1536,0,3,cpu_atom/cache-misses/,122168834,,395448,0.00
cpp,standard,1536,0,3,cpu_atom/cache-references/,319695253,,395448,0.00
cpp,standard,1536,0,3,cpu_atom/cycles/,34109576484,,395448,0.00
cpp,standard,1536,0,3,cpu_atom/instructions/,32852708632,,395448,0.00
cpp,standard,1536,0,3,cpu_core/cache-misses/,69996265,,9367729673,99.00
cpp,standard,1536,0,3,cpu_core/cache-references/,4743140841,,9367729673,99.00
cpp,standard,1536,0,3,cpu_core/cycles/,46380752422,,9367729673,99.00
cpp,standard,1536,0,3,cpu_core/instructions/,25587982693,,9367729673,99.00
cpp,standard,2048,0,1,cpu_atom/cache-misses/,308449875,,368046,0.00
cpp,standard,2048,0,1,cpu_atom/cache-references/,904017707,,368046,0.00
cpp,standard,2048,0,1,cpu_atom/cycles/,92380668586,,368046,0.00
cpp,standard,2048,0,1,cpu_atom/instructions/,95654462225,,368046,0.00
cpp,standard,2048,0,1,cpu_core/cache-misses/,780801501,,25407810729,99.00
cpp,standard,2048,0,1,cpu_core/cache-references/,10387142251,,25407810729,99.00
cpp,standard,2048,0,1,cpu_core/cycles/,126674788162,,25407810729,99.00
cpp,standard,2048,0,1,cpu_core/instructions/,60586985912,,25407810729,99.00
cpp,standard,2048,0,2,cpu_atom/cache-misses/,252709043,,348574,0.00
cpp,standard,2048,0,2,cpu_atom/cache-references/,761071600,,348574,0.00
cpp,standard,2048,0,2,cpu_atom/cycles/,93264948439,,348574,0.00
cpp,standard,2048,0,2,cpu_atom/instructions/,103113313591,,348574,0.00
cpp,standard,2048,0,2,cpu_core/cache-misses/,784205717,,25658784042,99.00
cpp,standard,2048,0,2,cpu_core/cache-references/,10322889053,,25658784042,99.00
cpp,standard,2048,0,2,cpu_core/cycles/,126956577864,,25658784042,99.00
cpp,standard,2048,0,2,cpu_core/instructions/,60597920446,,25658784042,99.00
cpp,standard,2048,0,3,cpu_atom/cache-misses/,239337656,,368999,0.00
cpp,standard,2048,0,3,cpu_atom/cache-references/,1275800758,,368999,0.00
cpp,standard,2048,0,3,cpu_atom/cycles/,92672644161,,368999,0.00
cpp,standard,2048,0,3,cpu_atom/instructions/,96049719186,,368999,0.00
cpp,standard,2048,0,3,cpu_core/cache-misses/,784914998,,25450742212,99.00
cpp,standard,2048,0,3,cpu_core/cache-references/,10444646738,,25450742212,99.00
cpp,standard,2048,0,3,cpu_core/cycles/,126915410729,,25450742212,99.00
cpp,standard,2048,0,3,cpu_core/instructions/,60597326288,,25450742212,99.00
cpp,standard,2560,0,1,cpu_core/cache-misses/,3564939697,,60272912772,100.00
cpp,standard,2560,0,1,cpu_core/cache-references/,29258270387,,60272912772,100.00
cpp,standard,2560,0,1,cpu_core/cycles/,299324834383,,60272912772,100.00
cpp,standard,2560,0,1,cpu_core/instructions/,118395708826,,60272912772,100.00
cpp,standard,2560,0,2,cpu_atom/cache-misses/,660295792,,373312,0.00
cpp,standard,2560,0,2,cpu_atom/cache-references/,2735511140,,373312,0.00
cpp,standard,2560,0,2,cpu_atom/cycles/,218525607639,,373312,0.00
cpp,standard,2560,0,2,cpu_atom/instructions/,224318502023,,373312,0.00
cpp,standard,2560,0,2,cpu_core/cache-misses/,3592518273,,59989001940,99.00
cpp,standard,2560,0,2,cpu_core/cache-references/,29055657799,,59989001940,99.00
cpp,standard,2560,0,2,cpu_core/cycles/,297736355064,,59989001940,99.00
cpp,standard,2560,0,2,cpu_core/instructions/,118377879810,,59989001940,99.00
cpp,standard,2560,0,3,cpu_atom/cache-misses/,1316939756,,75800,0.00
cpp,standard,2560,0,3,cpu_atom/cache-references/,3669805608,,75800,0.00
cpp,standard,2560,0,3,cpu_atom/cycles/,216688136797,,75800,0.00
cpp,standard,2560,0,3,cpu_atom/instructions/,130931580582,,75800,0.00
cpp,standard,2560,0,3,cpu_core/cache-misses/,3704308887,,63020147387,99.00
cpp,standard,2560,0,3,cpu_core/cache-references/,28325307906,,63020147387,99.00
cpp,standard,2560,0,3,cpu_core/cycles/,310308033591,,63020147387,99.00
cpp,standard,2560,0,3,cpu_core/instructions/,118461427492,,63020147387,99.00
cpp,standard,3072,0,1,cpu_atom/cache-misses/,1587984405,,333967,0.00
cpp,standard,3072,0,1,cpu_atom/cache-references/,4324447930,,333967,0.00
cpp,standard,3072,0,1,cpu_atom/cycles/,506732466594,,333967,0.00
cpp,standard,3072,0,1,cpu_atom/instructions/,575447781277,,333967,0.00
cpp,standard,3072,0,1,cpu_core/cache-misses/,10244088618,,139524630001,99.00
cpp,standard,3072,0,1,cpu_core/cache-references/,47495824132,,139524630001,99.00
cpp,standard,3072,0,1,cpu_core/cycles/,695964551785,,139524630001,99.00
cpp,standard,3072,0,1,cpu_core/instructions/,204698797821,,139524630001,99.00
cpp,standard,3072,0,2,cpu_atom/cache-misses/,1351368516,,300238,0.00
cpp,standard,3072,0,2,cpu_atom/cache-references/,5706299708,,300238,0.00
cpp,standard,3072,0,2,cpu_atom/cycles/,464746599238,,300238,0.00
cpp,standard,3072,0,2,cpu_atom/instructions/,495146203675,,300238,0.00
cpp,standard,3072,0,2,cpu_core/cache-misses/,9057961338,,128112166066,99.00
cpp,standard,3072,0,2,cpu_core/cache-references/,49382018949,,128112166066,99.00
cpp,standard,3072,0,2,cpu_core/cycles/,638391879721,,128112166066,99.00
cpp,standard,3072,0,2,cpu_core/instructions/,204624991217,,128112166066,99.00
cpp,standard,3072,0,3,cpu_atom/cache-misses/,1297441162,,257988,0.00
cpp,standard,3072,0,3,cpu_atom/cache-references/,4529917614,,257988,0.00
cpp,standard,3072,0,3,cpu_atom/cycles/,450851128667,,257988,0.00
cpp,standard,3072,0,3,cpu_atom/instructions/,496447332730,,257988,0.00
cpp,standard,3072,0,3,cpu_core/cache-misses/,8771969035,,124803713130,99.00
cpp,standard,3072,0,3,cpu_core/cache-references/,49953439202,,124803713130,99.00
cpp,standard,3072,0,3,cpu_core/cycles/,622150249144,,124803713130,99.00
cpp,standard,3072,0,3,cpu_core/instructions/,204605870922,,124803713130,99.00
